,description,created_at,text
65,เกลียด #การศึกษาไทย ตรงทีงานที่ครูสั่ง นักเรียนได้คะแนนส่วนครูได้ผลงาน สมเหตุสมผลดีค่ะ🙄🙄🙄,2012-06-23 17:58:59,เกลียด ตรงทีงานที่ครูสั่ง นักเรียนได้คะแนนส่วนครูได้ผลงาน สมเหตุสมผลดีค่ะ🙄🙄🙄
66,ระหว่างสอนออนไลน์กำลังจะหมดชั่วโมง  นร:ครูครับผมขออนุญาตไปก่อนนะครับ  ครู:ไปไหนครับ นร:มีอุบัติเหตุครับผมทำมูลนิธิ… https://t.co/ypanxZ5NBN,2012-06-30 05:34:58,ระหว่างสอนออนไลน์กำลังจะหมดชั่วโมง นร ครูครับผมขออนุญาตไปก่อนนะครับ ครู ไปไหนครับ นร มีอุบัติเหตุครับผมทำมูลนิธิ…
67,หมออ๋อง ส.ส. ก้าวไกล อภิปรายรมว.ศึกษาธิการ เรื่องการดำเนินคดีกับนักเรียน และปล่อยให้นักเรียนที่เคลื่อนไหวทางการเมือ… https://t.co/nboBoj28l4,2012-07-25 11:26:52,หมออ๋อง ส ส  ก้าวไกล อภิปรายรมว ศึกษาธิการ เรื่องการดำเนินคดีกับนักเรียน และปล่อยให้นักเรียนที่เคลื่อนไหวทางการเมือ…
68,ติว pat1 come back แล้วนะจ้าาา ตะลุยข้อสอบจริงที่เคยออกสอบ มาม้ะๆ มาเรียนกัน ออนไลน์จับจองเวลากันได้เลย นครปฐมถ้าเ… https://t.co/luuRiT1iLt,2012-09-14 15:27:42,ติว pa 1 come back แล้วนะจ้าาา ตะลุยข้อสอบจริงที่เคยออกสอบ มาม้ะๆ มาเรียนกัน ออนไลน์จับจองเวลากันได้เลย นครปฐมถ้าเ…
69,"1 ก.พ. นี้ แทบทุกพื้นที่ในประเทศไทย
จะกลับมาเรียนในชั้นเรียนอีกครั้ง
หลักจากแยกย้ายกันไปเรียนออนไลน์
ตามมาตรการรักษ… https://t.co/pI3RjRDxz7",2012-10-09 15:54:08,1 ก พ  นี้ แทบทุกพื้นที่ในประเทศไทย จะกลับมาเรียนในชั้นเรียนอีกครั้ง หลักจากแยกย้ายกันไปเรียนออนไลน์ ตามมาตรการรักษ…
70,#โรงเรียนคอนแวนต์ แห่งหนึ่งในกทม. ให้งานวิชาพละและสุขศึกษาปสดมาก คิดว่าเด็ก #เรียนออนไลน์ มันว่างหรอ ให้ปริ้นรูปแล้… https://t.co/DelFUPCHou,2012-11-02 13:45:48,แห่งหนึ่งในกทม  ให้งานวิชาพละและสุขศึกษาปสดมาก คิดว่าเด็ก มันว่างหรอ ให้ปริ้นรูปแล้…
71,ออนไลน์ครึ่งนึง เรียนในห้องครึ่งนึงอีกแล้ว แล้วอาจารย์ในมอกูก็เอาใจยากชิบหาย บางวันเช้าเรียนในห้อง บ่ายมาเรียนออนไล… https://t.co/9ToBqxT3Ed,2012-11-06 13:18:27,ออนไลน์ครึ่งนึง เรียนในห้องครึ่งนึงอีกแล้ว แล้วอาจารย์ในมอกูก็เอาใจยากชิบหาย บางวันเช้าเรียนในห้อง บ่ายมาเรียนออนไล…
72,"30ข้อ 30นาที จะร้องงง
แล้วประเด็นคือพอหมดเวลาระบบจะตัดทันที
ส่งไม่ทันคำแนนก็เป็น 0 ไปจ้าาา
#เรียนออนไลน์ #สอบออนไลน์",2013-02-01 11:05:35,30ข้อ 30นาที จะร้องงง แล้วประเด็นคือพอหมดเวลาระบบจะตัดทันที ส่งไม่ทันคำแนนก็เป็น 0 ไปจ้าาา
73,อาจารย์ที่สอนออนไลน์แล้วไม่recordให้เด็กนี่คิดไรอยู่วะ ไม่คิดว่าระหว่างสอนเนตเด็กกระตุก หรือเรียนตามไม่ทันงี้บ้างหร… https://t.co/vQC2ESjbc9,2013-03-18 08:10:20,อาจารย์ที่สอนออนไลน์แล้วไม่recordให้เด็กนี่คิดไรอยู่วะ ไม่คิดว่าระหว่างสอนเนตเด็กกระตุก หรือเรียนตามไม่ทันงี้บ้างหร…
74,การ #เรียนออนไลน์ เป็นระยะเวลานานๆ ทำให้เสียสุขภาพจิตจริงง ไหนจะเรื่องสภาพแวดล้อมไม่เหมาะ ไหนจะเสียงดังรบกวน ไหนจะแ… https://t.co/Uf78fGD4Wn,2013-03-19 04:07:18,การ เป็นระยะเวลานานๆ ทำให้เสียสุขภาพจิตจริงง ไหนจะเรื่องสภาพแวดล้อมไม่เหมาะ ไหนจะเสียงดังรบกวน ไหนจะแ…
