category,user,id,description,verified,created_at,location,favourites,retweets,entities
neu,ZLKw8KoFyO2GnbV,1379735724052733952,ไม่เคยเข้าใจว่าทำไมเด็กไทยต้องเครียดกับการใช้ชีวิตขนาดนี้ ต่างประเทศเด็ก15-16ออกไปปาร์ตี้ แฮงค์เอ้าท์กับเพื่อน ใช้ชีวิตช่วงวัยรุ่นแบบเต็มที่แล้วมีความสุข มึงตัดมาที่ไทยนั่งอ่านหนังสือหัวจะระเบิด บางคนเครียดหาที่เรียนไม่ได้จนเป็นซึมเศร้า ไอเหี้ยเกินไป #การศึกษาไทย #การศึกษาฆ่าฉัน https://t.co/A7HSc6x5xq,False,2021-04-07 10:00:05,,4710,19,"{'hashtags': [{'text': 'การศึกษาไทย', 'indices': [251, 263]}, {'text': 'การศึกษาฆ่าฉัน', 'indices': [264, 279]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/A7HSc6x5xq', 'expanded_url': 'https://twitter.com/23jpeg/status/1379616124669550592', 'display_url': 'twitter.com/23jpeg/status/…', 'indices': [280, 303]}]}"
neg,Dk35061,1379700608144273409,กระทรวงที่บ้าเอกสารที่สุด... สงสารครูป้าๆ น้าๆ ลุงๆ ที่ต้องมาวุ่นวายแบบนี้ ก่อนที่ท่านจะเกษียนแบบสบายๆ #การศึกษาไทย https://t.co/5kwrH3UIAd,False,2021-04-07 07:40:33,"Nakhon Sawan, Thailand",73,0,"{'hashtags': [{'text': 'การศึกษาไทย', 'indices': [103, 115]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1379700575885873156, 'id_str': '1379700575885873156', 'indices': [116, 139], 'media_url': 'http://pbs.twimg.com/media/EyWuXSIUUAQau8A.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EyWuXSIUUAQau8A.jpg', 'url': 'https://t.co/5kwrH3UIAd', 'display_url': 'pic.twitter.com/5kwrH3UIAd', 'expanded_url': 'https://twitter.com/Dk35061/status/1379700608144273409/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 306, 'h': 680, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 540, 'h': 1200, 'resize': 'fit'}, 'large': {'w': 922, 'h': 2048, 'resize': 'fit'}}}]}"
neg,RRRR34163761,1379699926519537667,ผู้ติดเชื้อสูงขึ้นเรื่อยๆ แต่อาจารย์ ม. ราชภัฏอันดับ 1 สาขาเทคโนโลยี ยังคงนิ่งเฉยให้ นศไปที่ม. แถมปิดคอสไปแล้วยังสั่งงานเพิ่มก่อนสอบหนึ่งวัน ขอให้มึงเจริญแล้วมีความสุข ในตอนที่พวกกู นศ ต้องเสี่ยงนั่งรถมา #โควิด #การศึกษาฆ่าฉัน #ชีวิตเด็กมหาลัย #โควิด19,False,2021-04-07 07:37:50,,7,0,"{'hashtags': [{'text': 'โควิด', 'indices': [204, 210]}, {'text': 'การศึกษาฆ่าฉัน', 'indices': [211, 226]}, {'text': 'ชีวิตเด็กมหาลัย', 'indices': [227, 243]}, {'text': 'โควิด19', 'indices': [244, 252]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
neg,Dx_0630,1379688958892797953,โมโหมากอะ เอาชีวิตเด็กป.6ที่สอบสาธิตไม่ติด ไปเทียบว่าต่อไปก็เอ็นไม่ติด #การศึกษาไทย,False,2021-04-07 06:54:15,Moon,1754,3,"{'hashtags': [{'text': 'การศึกษาไทย', 'indices': [71, 83]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
neg,private49kg,1379684815495032835,"""เมื่อไหร่จะเลิกจำกัดสายการเรียนกับคณะซักทีวะ""บางคณะอยากเข้าแทบตายแต่เข้าไม่ได้เพราะแค่เป็นสายศิลป์ คณะวิทย์งี้ พยาบาล เภสัช สุดท้ายปี1ก็เริ่มเรียนใหม่อยู่ดี นานาชาติทำได้ ภาคไทยทำไม่ได้ หรือฉันต้องมีเงินเท่านั้น? #การศึกษาไทย  #การศึกษาฆ่าฉัน",False,2021-04-07 06:37:47,,1144,0,"{'hashtags': [{'text': 'การศึกษาไทย', 'indices': [214, 226]}, {'text': 'การศึกษาฆ่าฉัน', 'indices': [228, 243]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
neg,Dk35061,1379664279087947784,ปวดหัวโควิทไม่พอ ปวดหัวกับเด็กโฮมรูมเราที่ไม่เคลียร์ผลการเรียนตัวเองซะที เรื่องความรับผิดชอบเป็นของคนทุกคน ไม่ว่าใครก็ตาม #โควิด19  #การศึกษาไทย https://t.co/hfTwWXAfXb,False,2021-04-07 05:16:11,"Nakhon Sawan, Thailand",73,0,"{'hashtags': [{'text': 'โควิด19', 'indices': [122, 130]}, {'text': 'การศึกษาไทย', 'indices': [132, 144]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1379664275250143239, 'id_str': '1379664275250143239', 'indices': [145, 168], 'media_url': 'http://pbs.twimg.com/media/EyWNWTuU4AcnrZ0.png', 'media_url_https': 'https://pbs.twimg.com/media/EyWNWTuU4AcnrZ0.png', 'url': 'https://t.co/hfTwWXAfXb', 'display_url': 'pic.twitter.com/hfTwWXAfXb', 'expanded_url': 'https://twitter.com/Dk35061/status/1379664279087947784/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 468, 'h': 655, 'resize': 'fit'}, 'large': {'w': 468, 'h': 655, 'resize': 'fit'}, 'small': {'w': 468, 'h': 655, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}}}]}"
neu,Puing137,1379652756747677696,ป.4 สอบปลายภาควันแรก โจทย์ถามว่า “นักเรียนคิดว่าอาชีพอะไรเหมาะสมกับตนเองมากที่สุด เพราะอะไร” //ดูคำตอบนักเรียนเราสิ คนเป็นครูอ่านแล้วปวดหัวใจ ಥ_ಥ สิ่งที่ชอบ สิ่งที่เหมาะสมกับตัวเองไม่ได้มาจากตัวนักเรียน แต่มาจากผู้ปกครองทั้งนั้น ทำไมต้องอยากให้ลูกเป็นนั่นเป็นนี่ #การศึกษาไทย https://t.co/yx7eS1qFtG,False,2021-04-07 04:30:24,ทวีตถึงแจมินทุกวันนะฮะ 💕,13064,98,"{'hashtags': [{'text': 'การศึกษาไทย', 'indices': [263, 275]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1379652740297617412, 'id_str': '1379652740297617412', 'indices': [276, 299], 'media_url': 'http://pbs.twimg.com/media/EyWC24rVcAQpsa4.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EyWC24rVcAQpsa4.jpg', 'url': 'https://t.co/yx7eS1qFtG', 'display_url': 'pic.twitter.com/yx7eS1qFtG', 'expanded_url': 'https://twitter.com/Puing137/status/1379652756747677696/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 1200, 'h': 367, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 2048, 'h': 626, 'resize': 'fit'}, 'small': {'w': 680, 'h': 208, 'resize': 'fit'}}}]}"
neu,Mmini6393,1379611836891365377,"ครูว่าเหนื่อยแล้ว นักเรียนเหนื่อยกว่า เพราะครูป้อนงานแต่นักเรียนรับงานมาทำจนหัวหมุน สมัยนี้กับสมัยก่อนของคุณต่างกับเรานะ ไม่ใช่ไม่ต่าง
#การศึกษาฆ่าฉัน #รรเหลืองฟ้าย่านเมืองเก่า https://t.co/v6kceDUIrj",False,2021-04-07 01:47:48,,3042,1,"{'hashtags': [{'text': 'การศึกษาฆ่าฉัน', 'indices': [135, 150]}, {'text': 'รรเหลืองฟ้าย่านเมืองเก่า', 'indices': [151, 176]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1379611830071386113, 'id_str': '1379611830071386113', 'indices': [177, 200], 'media_url': 'http://pbs.twimg.com/media/EyVdpmNU4AEbPLH.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EyVdpmNU4AEbPLH.jpg', 'url': 'https://t.co/v6kceDUIrj', 'display_url': 'pic.twitter.com/v6kceDUIrj', 'expanded_url': 'https://twitter.com/Mmini6393/status/1379611836891365377/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 429, 'h': 680, 'resize': 'fit'}, 'large': {'w': 635, 'h': 1007, 'resize': 'fit'}, 'medium': {'w': 635, 'h': 1007, 'resize': 'fit'}}}]}"
neg,Mmini6393,1379605579442753539,"มึงไม่ให้กูเครียดกับการศึกษาไทยได้ไงเอางี้ก่อน มึงดูนะโรงเรียนปิดเทอมแล้วอะตัดเกรดเรียบร้อยมาถามหาสมุดหนังสือเมื่อคืนตอน5ทุ่มกว่าๆบอกไม่ส่งติดรไว้ก่อนที่เหี้ยสุดๆคือสมุดเช็คไปหมดแล้วจะให้เอาไปทำไมไอ้หนังสือกูไม่ว่าหรอกทำไมมาเดือดร้อนสมุดพวกกูด้วย
#การศึกษาฆ่าฉัน https://t.co/MFQW5xZvZb",False,2021-04-07 01:22:56,,3042,1,"{'hashtags': [{'text': 'การศึกษาฆ่าฉัน', 'indices': [247, 262]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1379605576603209732, 'id_str': '1379605576603209732', 'indices': [263, 286], 'media_url': 'http://pbs.twimg.com/media/EyVX9mOVEAQ_fRl.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EyVX9mOVEAQ_fRl.jpg', 'url': 'https://t.co/MFQW5xZvZb', 'display_url': 'pic.twitter.com/MFQW5xZvZb', 'expanded_url': 'https://twitter.com/Mmini6393/status/1379605579442753539/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 720, 'h': 1178, 'resize': 'fit'}, 'small': {'w': 416, 'h': 680, 'resize': 'fit'}, 'large': {'w': 720, 'h': 1178, 'resize': 'fit'}}}]}"
neg,babySunray,1379597545182232577,"กูควรมีชีวิตเพื่อเล่นตุ๊กตาที่ซื้อมาแสนแพงนะคะอย่าเพิ่งตายนะกูอุตส่าอดข้าวซื้อเลย

#การศึกษาฆ่าฉัน",False,2021-04-07 00:51:01,💗💗💛💛💗💗❤❤💖💖,5091,0,"{'hashtags': [{'text': 'การศึกษาฆ่าฉัน', 'indices': [83, 98]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
neg,OoSundayOo,1380217616552185858,เกรดสวยเพราะการโกง อันนี้ก็ไม่เอานะครับ #การศึกษาฆ่าฉัน,False,2021-04-08 17:54:57,,1321,0,"{'hashtags': [{'text': 'การศึกษาฆ่าฉัน', 'indices': [40, 55]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
neg,OoSundayOo,1380217471848751104,ล่าสุด อยู่ในห้องที่เห็นการโกงข้อสอบเป็นเรื่องปกติ และทำมันจนติดเป็นสันดาน ที่สำคัญ ครูก็ไม่ทำเหี้ยไรเลยครับ #การศึกษาฆ่าฉัน,False,2021-04-08 17:54:23,,1321,0,"{'hashtags': [{'text': 'การศึกษาฆ่าฉัน', 'indices': [109, 124]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
neu,FRANKIROSSI78,1380187506361069574,"ทำไมถึงนร.กับครูถึงคบกันไม่ได้คะ
ในเมื่อเราชอบทำไมเราไม่มีสิทธิ์จีบครูเลย ทำไมครูถึงรักกับนร.ไม่ได้ #การศึกษาไทย",False,2021-04-08 15:55:18,"New York, USA ",284,0,"{'hashtags': [{'text': 'การศึกษาไทย', 'indices': [100, 112]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
