,description,created_at
169,"นักเรียนเลว แพร่คลิป ครูฝึกสอนใช้ไม้เรียวฟาดนักเรียน ไม่ห้อยป้ายชื่อเข้าเรียน

https://t.co/0JYFdFuAw9

#PPTVHD36… https://t.co/BTy1WUKHEW",2013-09-18 02:47:12
170,"ผู้ปกครอง วอน โรงเรียนเอกชนคืนค่าเทอม
https://t.co/DmuE5Yr1ob
#PPTVHD36 #PPTVNews #ช่อง36 #ค่าเทอม #เรียนออนไลน์ #โควิด19 #ไวรัสโคโรนา",2013-09-18 02:47:12
171,"หน่วยงานรุดช่วย “น้องวิว” กางเต็นท์ให้เรียนออนไลน์ ติดไวร์เลสเร้าเตอร์-วางเสาเพิ่ม

https://t.co/dSLDQgDXkB… https://t.co/k3OC0FBRoI",2013-09-18 02:47:12
172,ศูนย์ควบคุมและป้องกันโรคแห่งสหรัฐอเมริการะบุในงานวิจัยชิ้นใหม่ว่า อัตราการแพร่ระบาดของโควิด-19 ในโรงเรียน น้อยกว่า… https://t.co/Erh465NoOQ,2013-09-18 02:47:12
173,โรงเรียนหลานสาว มีประกาศมาเรื่องเปิดเทอม แต่ที่หยุดไปถามน้องสะไภ้ เรียนออนไลน์ไม่เท่าไรเลย และไม่การพูดถึงเรื่องค่า… https://t.co/khmVY3IsAR,2013-09-19 18:07:55
174,"พรุ่งนี้มีให้แล้วนะ 1 สเก็ต 🧑🏻‍💻💆🏻‍♂️ 
#การศึกษาฆ่าฉัน #ffsugarsummer18 https://t.co/r7yEYRgPf3",2013-09-20 17:12:40
175,ใครสนใจ #เรียนภาษาเกาหลี แวะไปดูได้ที่ @wnskorean1 นะค้า อ.เซฮยอง เจ้าของภาษามาเอง ยังรับนักเรียนแบบกลุ่มเรียนผ่าน… https://t.co/S6GwvcYDrM,2013-10-05 14:07:51
176,"#ImagineDragons #ImagineDragonsTH #แนะนำเพลง #รีวิวเพลง #เพลงสากล #เพลงดีบอกต่อ #การศึกษา
กว่าจะเป็น Imagine Dragon… https://t.co/CLScNDNAPG",2013-10-21 07:38:18
177,รณรงค์ให้มหาลัยสอน Excel แบบจริงจัง สอนเหอะ สูตรนู่นนี่อ่ะ สำคัญมาก Excel คือของจริงที่ต้องใช้ตอนทำงาน! เลิกสอนอะไร… https://t.co/Szj7BPRGJp,2013-10-23 16:33:32
179,ฉันที่ต้องเรียนออนไลน์และมาหาหมอพร้อมกัน #เรียนออนไลน์  #เรียลมหาลัย https://t.co/1oJiDnOzmm,2013-12-08 04:13:52
180,เป็นนิสิตฝึกสอน รร. หนึ่ง ถ้ามีคำสั่งว่าต้องไปสอนที่ รร. โอเคก็ต้องไป แต่ไม่โอเคที่อ.พี่เลี้ยงพูดว่า เพื่อนคนอื่นก็… https://t.co/mD0YT0Ysft,2013-12-19 14:42:33
181,คือไม่ได้จะบอกว่าหนูจะไม่ไปค่ะสักหน่อย ทำไมต้องเอามาบอกว่า ฉันทำนะ เธอก็ต้องทำ ให้กูบ่นก่อนได้ไหมค่อยมาบอกว่า ครูก็… https://t.co/imtDAan9Kn,2013-12-19 14:42:33
182,"อย่าเพิ่งรีบร้อน ฝ่ายค้านเพิ่งเริ่ม!
.
(4) เธรด เปิด 10 เหตุผลสุดแสบ ฝ่ายค้านเสนอญัตติ #อภิปรายไม่ไว้วางใจ 10 รมต.… https://t.co/nAslG7KMAM",2014-01-16 07:30:24
185,เรียนออนไลน์​แต่ดูงานที่สั่งดิ #การศึกษาฆ่าฉัน https://t.co/ZvVvooDy2N,2014-03-15 08:42:33
186,"ประโยคแชท แห่งการเรียนออนไลน์ 
👦🏻 : มีใครเรียนอยู่ไหม 
👩🏻: ไม่
👦🏻 :กุฝากเรียนด้วยนะ
👱🏼‍♀️: .....
#เรียนออนไลน์ #โควิด19",2014-04-02 07:47:05
187,น้องๆๆในแท็กนี้มีใครสนใจคุยหัวข้อเกี่ยวกับปัญหาเรื่องการศึกษาไหม​​  #การศึกษาฆ่าฉัน,2014-04-10 19:26:59
188,"เผยหลักเกณฑ์คืนเงินค่าธรรมเนียมโรงเรียนเอกชน หลังรัฐฯ สั่งเรียนออนไลน์หนีโควิด https://t.co/F1JiIqGScO

#AmarinTV34… https://t.co/Otm9r2dn6W",2014-05-02 10:14:54
189,"“อิสระ” จี้ ศธ. คืนเงินค่าเทอมช่วงโควิด ทำผู้ปกครองจ่ายซ้ำซ้อน พิมพ์แบงค์เองได้ยังไม่ไหว
#อิสระ #ปชป… https://t.co/tuOKMxyyeW",2014-05-06 09:25:04
190,น้องวิวกางร่มเรียนออนไลน์ ยิ้มออกแล้ว เจ้าหน้าที่หลายฝ่ายเข้าช่วยเหลือไม่ต้องนั่งกลางแดด และติดตั้งเสาสัญญาณเน็ตให้… https://t.co/ByaZRmhur5,2014-05-06 09:25:04
191,"ชูวิทย์ ซัด เลิกทะเลาะเรื่องวัคซีนโควิด กลุ้ม พม่าได้ก่อนไทยเฉย  https://t.co/qSRQ3wKojn

#ชูวิทย์… https://t.co/B1PB9mIuRF",2014-05-06 09:25:04
192,"ซูเปอร์โพลสำรวจ เผยเปอร์เซนต์ เรียนแบบไหน ? ห่างไกล โควิด19
https://t.co/5INnQB7dVu

#Superpoll #ซูเปอร์โพล #เรียนออนไลน์ #โควิด19 #โควิด",2014-05-06 09:25:04
193,เคาะเปิดเทอมทั่วประเทศ 1 ก.พ. เว้น จ.สมุทรสาคร https://t.co/EXIVjSCCr9 #ข่าวช่อง8 #เปิดเทอม #เรียนออนไลน์,2014-05-29 10:19:53
194,คืองงมาก ยอดคนติดเชื้อ 100+ ทุกวัน ห้ามจัดงาน ห้ามรวมตัว แต่จะให้เด็กไปโรงเรียน ลำพังเดินทางไปเรียนก็เจอคนเป็นร้อยแ… https://t.co/2sGfaaCWdX,2014-06-02 11:13:25
195,"Phrasal Verbs เคยออกสอบมาแล้ว ครูพี่วันลง #GATENG ทุกวัน 12.30 ฝากรีเป็นกำลังใจด้วยนะคะ ขอบคุณค่ะ #DEK64 ☺️
.
#TCAS… https://t.co/fKSC8tL2Yn",2014-07-29 06:56:55
196,"50 Days to go #GATPAT64
Synonym ออกสอบ GAT ทุกปี! 
ครูพี่วันลง #GATENG ทุกวัน 12.30 
ฝากรีทวิตเป็นกำลังใจด้วยนะคะ 😋… https://t.co/k6uR3xPbq9",2014-07-29 06:56:55
197,"Phrasal Verbs เคยออกสอบมาแล้ว ครูพี่วันลง #GATENG ทุกวัน 12.30 ฝากรีเป็นกำลังใจด้วยนะคะ ขอบคุณค่ะ #DEK64 🙏
.
#TCAS… https://t.co/cvjwTk4Q8B",2014-07-29 06:56:55
